# File test_mc.csv
# Generated by data_dfs_to_azcsv
# February 12, 2018
# Dataset MC_Actin (81, 96)
Step1Channel1   MC_Actin
Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
85.5,5354.26752040873,5020.17546199266,4978.514871610821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5153.02550455616,5042.00107914441,4933.8046816529495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5275.59334192968,5185.52462277595,5039.8427559989095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4775.789083423279,4820.9046322583,4906.74947490295,5110.172522813329,5181.72747520915,5379.10969794425,NaN,NaN,NaN,NaN,NaN,NaN,4949.15869491239,4894.29045611491,5038.97617649781,5166.03367172644,5389.53316915634,5568.2236738817,NaN,NaN,NaN,NaN,NaN,NaN,4688.58604406563,4929.580717102371,4944.98916933707,5036.939481279821,5230.678943321211,5303.96817582302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.0,4969.410816559721,4675.40186331614,4636.4121231995205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4800.5202404540205,4688.59111150954,4604.5383022085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4893.76271687414,4804.38895565569,4681.120769949771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4556.83758887378,4556.119334690429,4620.13445488508,4743.0780650386105,4781.005004849329,4929.56086254447,NaN,NaN,NaN,NaN,NaN,NaN,4711.3985410285495,4614.73383538434,4708.90079955349,4786.98691690728,4951.902670365171,5087.27330552366,NaN,NaN,NaN,NaN,NaN,NaN,4487.58663849708,4664.95265524698,4639.955279480921,4683.24387724997,4821.31281505177,4871.674654951989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.5,4734.93361553082,4470.35513907473,4436.896873432271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4586.38824276124,4480.79003710331,4415.8754174100895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4662.556556149861,4579.56995590789,4472.43041383549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4435.68568743518,4411.7202830180395,4461.7848595373,4529.130616284579,4541.18114661727,4654.1402125437,NaN,NaN,NaN,NaN,NaN,NaN,4582.70876980276,4462.47229900289,4522.70731828401,4566.2122729578205,4688.5837512138505,4792.96096548356,NaN,NaN,NaN,NaN,NaN,NaN,4382.44987041234,4523.23323120813,4470.44974500878,4479.13627950797,4576.61223896961,4608.50981510795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.0,4614.34951691648,4366.8805229262,4338.51400550979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4474.99023269533,4377.87080916185,4325.090134657371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4542.981424086311,4468.33131505259,4370.01307236361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4379.31685169599,4347.46408703647,4388.77968745533,4424.25706556021,4419.5267964256,4511.343917903039,NaN,NaN,NaN,NaN,NaN,NaN,4525.205607790271,4394.28645184943,4435.24318934482,4457.74719236177,4554.481733680421,4640.037803041811,NaN,NaN,NaN,NaN,NaN,NaN,4337.30868305101,4461.03778315839,4391.60862701031,4379.67000947036,4453.3231854017895,4472.25556814009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.5,4559.38823618828,4320.77589016659,4295.56567145966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4422.5159414563295,4333.522990878189,4286.625069375639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4487.843009688951,4420.43950977532,4325.9754238341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4349.92070150318,4319.78324853905,4357.84289415308,4379.53145937169,4367.043959741911,4449.187513867771,NaN,NaN,NaN,NaN,NaN,NaN,4496.92029690599,4364.861977699289,4398.18270689174,4411.26620787891,4496.4679802662,4573.55643854031,NaN,NaN,NaN,NaN,NaN,NaN,4315.32115531343,4433.89730225758,4358.06212662629,4337.35727046758,4400.3183921029295,4412.90128006585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88.0,4532.21114027171,4297.931635831021,4274.0515521710795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4393.99315684346,4312.80675156722,4268.1247243710495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4459.28065586298,4397.61940265506,4305.01095963707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4327.73278181125,4303.79149108385,4340.508505299679,4358.37554693146,4343.54656978631,4422.8023654625,NaN,NaN,NaN,NaN,NaN,NaN,4477.017591864121,4347.68927349901,4378.91472083128,4388.927527734079,4470.4489290877,4544.99657898813,NaN,NaN,NaN,NaN,NaN,NaN,4299.62214720038,4417.36165291578,4340.18782266128,4316.80231181123,4375.92300355844,4387.12961245748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88.5,4512.77180784699,4281.15562258258,4258.43111935442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4370.884374845739,4298.36345592935,4254.45424517377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4437.54421500377,4381.60916914634,4289.596176835129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4308.42846888574,4290.23884705712,4326.05300693986,4343.147022178529,4328.087760656211,4406.63339485924,NaN,NaN,NaN,NaN,NaN,NaN,4459.77729652497,4333.3034670960105,4363.6199810893895,4373.1985165728,4453.2759867582,4527.45232262125,NaN,NaN,NaN,NaN,NaN,NaN,4285.240206828739,4403.293439016789,4325.54595034705,4302.00499141507,4359.544198808429,4370.78704287277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89.0,4494.21198063875,4265.485898013951,4243.79715852822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4350.06750216383,4285.54209229132,4241.53590617122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4417.26505873521,4367.19153528734,4275.74664182191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4290.43530983922,4277.03018695686,4311.90521755655,4328.66016292934,4314.21834612602,4392.67058228068,NaN,NaN,NaN,NaN,NaN,NaN,4443.00500522543,4319.65769387687,4349.357341962221,4358.51431296666,4437.96878825365,4511.878465746339,NaN,NaN,NaN,NaN,NaN,NaN,4270.78894731972,4389.3637748232395,4311.37354113361,4288.154711937829,4345.0468771088,4356.448856092929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89.5,4475.14681979407,4250.118717696921,4229.811284862571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4330.308618419071,4272.71170985118,4228.50559877614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4398.097913597379,4352.71861941811,4262.19173456639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4273.49113894005,4263.51048252149,4297.82983598993,4314.53133415944,4300.815783850379,4378.38408057836,NaN,NaN,NaN,NaN,NaN,NaN,4426.40554727299,4305.83437848073,4335.38238116714,4344.30166102856,4423.03022775291,4496.60591818591,NaN,NaN,NaN,NaN,NaN,NaN,4256.17636368894,4375.2853324397,4297.62534563637,4274.6294516177395,4330.62397395583,4342.58858105551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90.0,4456.0424942763,4235.151390898221,4215.83026611058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4311.36315362555,4259.7932012438505,4215.61447311571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4379.92058650401,4338.7374337375795,4248.51298893674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4257.57671899698,4250.139550826179,4284.20463188483,4300.67358872744,4287.77087219359,4364.08923907375,NaN,NaN,NaN,NaN,NaN,NaN,4410.18342422269,4292.19071863525,4321.26459227387,4330.30917543678,4408.161677689121,4481.34185409325,NaN,NaN,NaN,NaN,NaN,NaN,4241.634847572321,4361.65970430927,4284.06324644253,4261.518111798089,4316.732092255949,4329.2184745424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90.5,4437.24155937863,4220.2090063245505,4202.1526296738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4293.68445139046,4246.73459165419,4202.17532410321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4362.61328512983,4324.726986262371,4234.27199648216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4242.37645922673,4236.78975451397,4271.10278967091,4286.64161180841,4275.01967157772,4349.87485650065,NaN,NaN,NaN,NaN,NaN,NaN,4393.86019966905,4278.78927815481,4307.31616013815,4316.3236908218605,4393.69458546579,4466.4041100123995,NaN,NaN,NaN,NaN,NaN,NaN,4227.14874618732,4348.052580122079,4270.27961378118,4248.664312212801,4303.41236228604,4315.43890152933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91.0,4418.97767987764,4205.85139865854,4188.67955198149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4277.65262456618,4233.607352353611,4188.77054909901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4346.32623972451,4310.876849856179,4220.4960209868295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4227.079844763621,4223.50946622053,4258.3287894777,4273.153855160471,4262.312719082411,4336.18415417164,NaN,NaN,NaN,NaN,NaN,NaN,4377.53563442442,4265.56130635334,4293.91196400129,4302.48849702472,4379.52121907119,4451.977476805179,NaN,NaN,NaN,NaN,NaN,NaN,4212.4964577398105,4334.4161687612395,4256.66164827145,4235.63417435512,4290.45671379719,4301.9315841937705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91.5,4401.37294795813,4191.99155909374,4175.5713355057105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4261.75368319053,4220.23994373105,4175.62706466519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4330.77389603582,4296.82124680445,4206.72404818621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4211.980034641079,4210.332933305711,4246.01253744331,4260.20000424911,4249.67231624468,4322.40924563921,NaN,NaN,NaN,NaN,NaN,NaN,4361.66155800403,4252.01697595713,4280.51069828085,4289.28799855956,4365.46006280895,4438.06473635587,NaN,NaN,NaN,NaN,NaN,NaN,4198.30927851877,4320.80944687983,4243.347075954111,4222.71725050125,4277.28183589899,4288.172567280971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92.0,4384.28572773274,4178.1339188845095,4161.96261520207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4246.53440386756,4207.1224744392,4162.63796934217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4315.24368783904,4282.93739894234,4192.64070818849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4197.085174026211,4197.4767126077895,4233.83116318326,4247.2418885468705,4236.99456905793,4309.14843755106,NaN,NaN,NaN,NaN,NaN,NaN,4346.1897951712,4238.68633098266,4266.99751549371,4275.86486057186,4351.38831474304,4424.50221285936,NaN,NaN,NaN,NaN,NaN,NaN,4184.4530640023995,4307.34230349367,4229.59562103129,4209.64907145306,4264.17943645735,4274.12205455346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92.5,4367.64412404099,4164.14878101326,4148.36607219989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231.85879505566,4194.2470550281205,4149.38005191211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4299.76823024065,4268.87660532298,4178.94709549901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4182.47293857326,4184.992224717371,4221.230714035511,4234.2354925788395,4224.13882204125,4296.194803718329,NaN,NaN,NaN,NaN,NaN,NaN,4331.121972897489,4225.23388446413,4253.60252938983,4262.40713258776,4337.40529820376,4410.994839054871,NaN,NaN,NaN,NaN,NaN,NaN,4170.56171988093,4293.58364034768,4215.74072774701,4196.40182893407,4251.06862101823,4259.8168475373795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93.0,4351.4497429966295,4150.50376815589,4134.8721903484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4217.2397059424,4181.48271215389,4136.934733044211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4284.26537318039,4254.889122959221,4165.79566800833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4168.21969098083,4172.49591854122,4208.54956467365,4221.589598060129,4210.87213031447,4283.3159097955895,NaN,NaN,NaN,NaN,NaN,NaN,4316.3947100953,4211.57956959515,4240.205687313979,4248.872478231239,4323.35256185747,4397.38005262157,NaN,NaN,NaN,NaN,NaN,NaN,4156.31417432646,4279.84252823878,4202.02899752335,4183.2356857490295,4237.859866162949,4245.79961000308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93.5,4335.23465679753,4136.7949996497,4121.074540529679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4202.4574682024795,4168.77243744115,4124.48928685759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4268.70594348344,4240.75500963202,4152.37370154561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4154.05911591589,4160.00386154627,4195.71550413664,4208.882872829699,4197.44983158961,4270.762592385529,NaN,NaN,NaN,NaN,NaN,NaN,4301.82957049754,4197.71700943604,4226.60126646314,4234.52308597702,4309.36069649372,4383.41530392769,NaN,NaN,NaN,NaN,NaN,NaN,4142.18626328746,4265.97496327841,4188.20286017875,4169.9939811708,4224.56845996216,4231.569934138221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94.0,4319.4608301751505,4123.31006766052,4107.39677995473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4187.05869697973,4156.879070860889,4112.41780581461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4253.10865025662,4226.60519209138,4139.46311218962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4140.03209972136,4147.40566110203,4182.99747789806,4196.20751777839,4183.28131563543,4258.29035831912,NaN,NaN,NaN,NaN,NaN,NaN,4287.2674952608295,4184.60984355373,4212.733847873161,4219.75430379752,4295.8543042251595,4368.43199755006,NaN,NaN,NaN,NaN,NaN,NaN,4127.79073486041,4252.29537424753,4174.821715973971,4157.16064316654,4211.16370956998,4218.1468798407395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94.5,4303.92780490139,4109.99961803609,4093.9070086801003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4171.57905690401,4144.80906141513,4100.5023034939295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4237.490732317629,4212.48655432536,4126.83402547334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4126.10196914885,4134.84525366076,4170.13790676348,4183.7242001475,4169.159918437271,4245.95828371571,NaN,NaN,NaN,NaN,NaN,NaN,4272.786143511679,4171.2734850278,4198.97953973693,4204.8954601491,4282.32423262894,4353.49946023715,NaN,NaN,NaN,NaN,NaN,NaN,4113.01452489073,4238.5413742174105,4161.492937030979,4144.44069236791,4197.92490396243,4204.87689057156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95.0,4288.86950222534,4097.41199495122,4080.8858316809205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4153.92024562762,4134.54623876261,4089.40549445239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4222.005456659051,4197.8398244726895,4115.21071297926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4112.25692463438,4121.81387175289,4158.225742853951,4171.194354478979,4153.328416333579,4233.21416767556,NaN,NaN,NaN,NaN,NaN,NaN,4258.32429122088,4159.55163531351,4184.53024123793,4189.884956817629,4270.00695277493,4336.3736668933,NaN,NaN,NaN,NaN,NaN,NaN,4098.72473564869,4225.06397199835,4149.62741306109,4132.65579473779,4183.95253791058,4193.04819915135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
# Dataset MC_IL1Beta (81, 96)
Step1Channel2   MC_IL1Beta
Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
55.0,NaN,NaN,NaN,NaN,NaN,NaN,15495.388095821201,16014.273184467,16863.851307743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17972.4981210853,16869.9647811348,17538.744892508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17253.3778369824,17493.6684453723,17842.248122684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14286.3771663218,16533.4452451436,16159.3748035178,16888.596922951398,17045.4261668121,17225.6986194647,17343.7817767806,17593.9290143805,17434.8337546781,NaN,NaN,NaN,13626.4519581705,16060.740560219,15636.1002043049,17438.4681169424,17808.7268157791,17192.7995669899,17063.5689813633,17788.4831977201,17190.7504394049,NaN,NaN,NaN
55.5,NaN,NaN,NaN,NaN,NaN,NaN,15404.4050544176,15914.2424262604,16768.946213788702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17855.7336607428,16762.8472898774,17427.8542142702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17142.8349933047,17383.6596656172,17733.7024306729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14239.0963509345,16466.2239509277,16078.208200982199,16793.371196886597,16949.7467800402,17119.7614293109,17233.961036336597,17480.114893840302,17321.8539012342,NaN,NaN,NaN,13579.505209393701,15983.203746674299,15564.8073935373,17340.7648783166,17699.9004439792,17090.2193323366,16958.2179951302,17673.2223606238,17080.628086301498,NaN,NaN,NaN
56.0,NaN,NaN,NaN,NaN,NaN,NaN,15313.422013013898,15814.211668053702,16674.0411198344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17738.9692004004,16655.7297986201,17316.9635360324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17032.292149627,17273.6508858622,17625.1567386618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14191.815535547199,16399.0026567117,15997.0415984465,16698.1454708218,16854.067393268302,17013.8242391571,17124.1402958927,17366.300773299998,17208.8740477904,NaN,NaN,NaN,13532.5584606169,15905.6669331296,15493.5145827697,17243.061639690903,17591.0740721792,16987.6390976832,16852.8670088972,17557.9615235274,16970.5057331981,NaN,NaN,NaN
56.5,NaN,NaN,NaN,NaN,NaN,NaN,15222.4389716103,15714.1809098471,16579.1360258801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17622.204740058,16548.6123073627,17206.0728577946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16921.7493059493,17163.6421061072,17516.6110466506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14144.53472016,16331.781362495802,15915.8749959109,16602.919744757,16758.3880064964,16907.8870490033,17014.319555448703,17252.4866527598,17095.8941943465,NaN,NaN,NaN,13485.6117118402,15828.1301195849,15422.2217720021,17145.3584010652,17482.2477003793,16885.0588630299,16747.5160226641,17442.700686431002,16860.3833800947,NaN,NaN,NaN
57.0,NaN,NaN,NaN,NaN,NaN,NaN,15131.4559302067,15614.1501516405,16484.230931925802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17505.4402797155,16441.4948161053,17095.182179556898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16811.2064622715,17053.6333263522,17408.0653546395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14097.2539047727,16264.5600682799,15834.7083933752,16507.6940186922,16662.7086197245,16801.9498588496,16904.4988150047,17138.6725322196,16982.9143409026,NaN,NaN,NaN,13438.6649630634,15750.5933060403,15350.9289612345,17047.6551624395,17373.421328579298,16782.4786283765,16642.165036431103,17327.439849334598,16750.2610269913,NaN,NaN,NaN
57.5,NaN,NaN,NaN,NaN,NaN,NaN,15040.472888803,15514.119393433799,16389.3258379715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17388.6758193731,16334.377324848001,16984.291501319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16700.663618593702,16943.6245465973,17299.5196626285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14049.973089385401,16197.338774064,15753.5417908397,16412.468292627298,16567.029232952602,16696.0126686957,16794.6780745609,17024.8584116794,16869.9344874587,NaN,NaN,NaN,13391.718214286499,15673.0564924957,15279.636150467,16949.9519238138,17264.5949567795,16679.898393723302,16536.8140501979,17212.1790122384,16640.1386738878,NaN,NaN,NaN
