# Azure-data-example-2018-04-10.csv
# 4/10/18 RTK
# Data originally from 033018r1_qual1_analysis.xlsx
Step2Channel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
30,0.241149,0.1953908,0.1840347,0.1499666,0.247161,0.3049432,0.3830995,0.1920508,0.2044088,0.2311289,0.1773547,0.1215765,0.1990648,0.2237809,0.1539746,0.1075484,0.1933222,0.1896494,0.1989983,0.1539232,0.2136895,0.2737896,0.2537563,0.1602671,0.1953255,0.2320534,0.1959933,0.1252087,0.2036728,0.2337229,0.1432387,0.1432387,0.2022735,0.1885657,0.1778669,0.1517887,0.2076229,0.036777,0.03510531,0.1588098,0.2036108,0.219659,0.1945837,0.1233701,0.1999331,0.03343363,0.02306921,0.143096,0.03234411,0.01233745,0.01367122,0,0.04668223,0.03834612,0.02600867,0.009003001,0.05001667,0.04134712,0.02667556,0.01167056,0.05935312,0.04234745,0.02034011,0.04001334,0.03078983,0.0143909,0.01004016,0,0.04886211,0.03580991,0.02409638,0.0107095,0.05589023,0.04216867,0.02710843,0.009370817,0.05555556,0.03681392,0.01974565,0.01941098,0.2067581,0.2037471,0.1870191,0.1508866,0.2127802,0.2602877,0.239545,0.1766477,0.2050853,0.234192,0.1970559,0.1184343,0.189361,0.2579458,0.1488792,0.1468719
31,0.2426274,0.1963807,0.185992,0.1511394,0.2496649,0.3063003,0.3897453,0.1930295,0.2060992,0.2322386,0.1786193,0.122319,0.200067,0.2252011,0.1551609,0.1095845,0.1951056,0.1900771,0.1981227,0.1535367,0.2155548,0.2745558,0.2537714,0.1602414,0.1957761,0.2333222,0.1954408,0.1253771,0.2054978,0.2339926,0.1428093,0.1434797,0.203629,0.1898521,0.1794355,0.1515457,0.2083333,0.03830645,0.03528226,0.1596102,0.203629,0.2221102,0.1962366,0.1239919,0.2012769,0.03393817,0.02284946,0.1431452,0.03249581,0.0120603,0.01340033,0,0.04656617,0.03886097,0.02579564,0.00837521,0.04991625,0.04053601,0.02646566,0.01072027,0.05929648,0.04221106,0.01976549,0.03919598,0.03155421,0.01477006,0.01007049,0,0.05035247,0.03658946,0.0238335,0.01141323,0.05639476,0.04229607,0.02719033,0.01007049,0.05639476,0.03692514,0.0198053,0.0198053,0.2071981,0.2038345,0.1870165,0.1516986,0.2132526,0.2596704,0.2404978,0.1775984,0.2058527,0.2344433,0.1981164,0.1187353,0.1900437,0.259334,0.1493441,0.1476623
32,0.24419,0.197036,0.1869316,0.1515662,0.2505894,0.3095318,0.396093,0.1940047,0.2068036,0.2324015,0.1795217,0.1215898,0.2004042,0.2256652,0.1559448,0.1098013,0.1968371,0.1927995,0.2018843,0.1557873,0.2170256,0.2769179,0.257066,0.1655451,0.1978466,0.2351952,0.1985195,0.12786,0.2065949,0.2355316,0.1453567,0.1460296,0.2056642,0.1908294,0.1807148,0.1534053,0.20971,0.03776129,0.03607552,0.1598112,0.2049899,0.2221848,0.196561,0.1247471,0.2012812,0.0340526,0.0229265,0.1436278,0.03200809,0.01179245,0.01246631,0,0.04615903,0.0384097,0.02560647,0.007412399,0.0495283,0.04110512,0.0259434,0.01078167,0.05896226,0.04144205,0.01920485,0.03908356,0.0317246,0.01518731,0.01012487,0,0.04994937,0.03644954,0.02497469,0.01113736,0.05703679,0.04184948,0.02767465,0.01012487,0.05636179,0.03746203,0.01991225,0.01957476,0.2085869,0.2065585,0.188979,0.1524679,0.2146721,0.2623394,0.2427316,0.178837,0.2072346,0.2363083,0.1984449,0.1189993,0.1906694,0.2616633,0.1501014,0.1473969
33,0.2467884,0.1977688,0.1876268,0.1511156,0.2528736,0.3106829,0.4002705,0.193712,0.2079107,0.2332657,0.1801893,0.12238,0.2014875,0.2265044,0.1568628,0.1105477,0.1960784,0.1923597,0.2004733,0.1548343,0.2167005,0.2765382,0.2565923,0.1646383,0.1977688,0.2349561,0.1977688,0.1277891,0.2065585,0.2359702,0.1453685,0.1450304,0.2058226,0.1902505,0.1804333,0.1530129,0.2098849,0.03757617,0.03419093,0.1597833,0.2058226,0.2217332,0.1966825,0.1249154,0.2020988,0.03317536,0.02268111,0.1438727,0.03211629,0.01250845,0.01318458,0,0.04665314,0.03887762,0.02636917,0.00811359,0.05037187,0.04192021,0.02738337,0.01183232,0.05983773,0.04259635,0.01994591,0.03989182,0.03112314,0.01589986,0.009810555,0,0.05040595,0.03653586,0.02503383,0.01116373,0.05717186,0.04228687,0.02807849,0.01014885,0.05649526,0.03755074,0.02063599,0.01928281,0.2088844,0.2054934,0.1881994,0.1532723,0.2149881,0.2624618,0.2424551,0.1790437,0.2082062,0.2370295,0.1993896,0.1190234,0.1912513,0.2634791,0.1505595,0.1485249
34,0.2484704,0.1988443,0.1876275,0.1522774,0.2549286,0.3130524,0.4055065,0.1957852,0.2087016,0.2345343,0.1801496,0.1227056,0.2022434,0.2273963,0.157036,0.1114888,0.1983696,0.1939538,0.2024457,0.1569293,0.2190897,0.2785326,0.2581522,0.1654212,0.1997283,0.2367527,0.1993886,0.1283967,0.2078804,0.2370924,0.1460598,0.1460598,0.2078231,0.1918367,0.1816327,0.1540816,0.2115646,0.03809524,0.03571429,0.1615646,0.2068027,0.2234694,0.1982993,0.1255102,0.2037415,0.03401361,0.02312925,0.144898,0.03328804,0.01222826,0.01358696,0,0.04789402,0.0390625,0.02649456,0.008152174,0.05163043,0.04110054,0.02717391,0.01188859,0.06046196,0.04211957,0.02038044,0.04008152,0.03157895,0.01494058,0.01120543,0,0.04991511,0.03667233,0.02512733,0.01120543,0.05670628,0.04210526,0.02818336,0.01052632,0.05704584,0.037691,0.02071307,0.02037351,0.2108843,0.2071429,0.1904762,0.1547619,0.2156463,0.2642857,0.2435374,0.1802721,0.2098639,0.2377551,0.2003401,0.1204082,0.1921769,0.2653061,0.1517007,0.1503401
35,0.2502557,0.1997954,0.1878623,0.1527446,0.2563928,0.3143539,0.4101602,0.196045,0.2100239,0.2345721,0.1800205,0.1234231,0.202523,0.2274122,0.156836,0.1131947,0.1974088,0.1922946,0.2018411,0.156495,0.2178657,0.2778725,0.2574156,0.1646778,0.1987726,0.2349131,0.1984316,0.1271735,0.2086601,0.2366178,0.1459257,0.1455847,0.2082622,0.1922158,0.1823148,0.1550017,0.2123592,0.03789689,0.03584841,0.1621714,0.2079208,0.2253329,0.1987026,0.1266644,0.2051895,0.03516559,0.02321612,0.146125,0.03203817,0.01192911,0.01363327,0,0.04669393,0.03817314,0.02624403,0.007839127,0.05010225,0.04089979,0.02658487,0.01090661,0.0593047,0.04192229,0.0204499,0.03919564,0.03240109,0.01603001,0.01125512,0,0.05047749,0.03717599,0.02523874,0.01193724,0.05763984,0.04263302,0.02864939,0.01091405,0.05729877,0.03854024,0.02114598,0.02080491,0.2104723,0.20705,0.1906229,0.1550308,0.2162902,0.2645448,0.2446954,0.1806982,0.2091034,0.2388775,0.201232,0.1204654,0.1926762,0.2665982,0.1512663,0.1502396
36,0.2509402,0.1996581,0.1883761,0.1531624,0.2581197,0.3165812,0.4129915,0.1982906,0.2105983,0.2358974,0.1815385,0.1241026,0.2030769,0.2276923,0.1579487,0.114188,0.1985646,0.1944634,0.2026658,0.1568694,0.2194122,0.2799043,0.258715,0.1654135,0.2002734,0.2378674,0.1995899,0.1278196,0.209501,0.2392344,0.1462748,0.1462748,0.2066484,0.192255,0.1819739,0.1549006,0.2117889,0.03803976,0.03529815,0.1627827,0.2076765,0.2244688,0.1987663,0.1261138,0.2042495,0.03427005,0.02227553,0.1456477,0.03349282,0.01161996,0.01332878,0,0.04716336,0.03861928,0.02665755,0.008885851,0.05126452,0.04101162,0.02699932,0.01230349,0.06049214,0.04169515,0.02050581,0.0393028,0.03084304,0.01576422,0.01028101,0,0.05003427,0.03666895,0.02433173,0.01062371,0.05654558,0.04283756,0.02775874,0.009595613,0.05688828,0.03803976,0.01987663,0.01884853,0.2113208,0.2075472,0.1910806,0.1554031,0.2168096,0.264494,0.2459691,0.1811321,0.2106346,0.2394511,0.2024014,0.1204117,0.193482,0.2692967,0.1523156,0.1502573
37,0.2535163,0.2003431,0.1893654,0.1530017,0.2600343,0.3176672,0.4168096,0.1979417,0.2113208,0.2370497,0.1821612,0.1241852,0.2041166,0.2295026,0.1581475,0.1142367,0.1989691,0.1945017,0.2037801,0.1584192,0.2199313,0.2800687,0.2608247,0.1656357,0.2006873,0.2371134,0.2003436,0.1285223,0.209622,0.2391753,0.1467354,0.1460481,0.2071453,0.1930608,0.1827551,0.1549296,0.2126417,0.03813123,0.03503951,0.1628306,0.2078324,0.2253521,0.1995878,0.1260735,0.2047406,0.03435246,0.02267262,0.1456544,0.03296703,0.01236264,0.01373626,0,0.04739011,0.03914835,0.0260989,0.007898352,0.05116758,0.0415522,0.02678571,0.01167582,0.06078297,0.04292582,0.0206044,0.03983517,0.03161512,0.01546392,0.01065292,0,0.0508591,0.03676976,0.02508591,0.01134021,0.05704467,0.04226804,0.02886598,0.009965636,0.05738832,0.03814433,0.0209622,0.01993127,0.2116311,0.2071576,0.1906401,0.1558844,0.2164487,0.264969,0.2460427,0.1813489,0.2102546,0.2391604,0.2016518,0.1207846,0.1930489,0.2701308,0.1524432,0.1507226
38,0.2551653,0.2017906,0.190427,0.1549587,0.261708,0.3202479,0.4211433,0.2000689,0.2121212,0.237259,0.1821625,0.125,0.2045455,0.2296832,0.1584022,0.1160468,0.1994498,0.1956671,0.2042641,0.1588721,0.2207703,0.2819808,0.2620358,0.1671252,0.2008253,0.2389959,0.2011692,0.1292985,0.2097662,0.2400275,0.1471802,0.1478679,0.2088935,0.1937263,0.1844192,0.1561531,0.2137194,0.03826267,0.03619441,0.1658049,0.2092382,0.2264736,0.2013099,0.1268528,0.2064805,0.03412616,0.02344019,0.1468459,0.03335626,0.01341128,0.01409904,0,0.04779917,0.04023384,0.02682256,0.009284732,0.05192572,0.04229711,0.02716644,0.01237964,0.06189821,0.04298487,0.0213205,0.04092159,0.03239146,0.01550655,0.01137147,0,0.05203308,0.03721571,0.02549965,0.01137147,0.0582357,0.04272915,0.02860096,0.0103377,0.05754652,0.03824948,0.02101999,0.02033081,0.2135956,0.2094548,0.1928916,0.1566598,0.2184265,0.2670808,0.2484472,0.1828848,0.2129055,0.2408558,0.2028985,0.1214631,0.194962,0.2726018,0.1532091,0.1518288
39,0.2566494,0.2034542,0.191019,0.155095,0.2645941,0.3226252,0.4224525,0.2020725,0.2131261,0.238342,0.1830743,0.1253886,0.2055268,0.2310881,0.1585492,0.1157168,0.2006909,0.1948186,0.2041451,0.1588946,0.2214162,0.2815199,0.2618307,0.1668394,0.2013817,0.2386874,0.2006909,0.1295337,0.2103627,0.2414508,0.1468048,0.1478411,0.2096886,0.1944637,0.1851211,0.1557093,0.2134948,0.03737024,0.03564014,0.1681661,0.2093426,0.2269896,0.2013841,0.1269896,0.2062284,0.03460208,0.02352941,0.1470588,0.03350604,0.01208981,0.01312608,0,0.04766839,0.03903282,0.02625216,0.008290156,0.05146805,0.0417962,0.02728843,0.01139896,0.0611399,0.04283247,0.02037997,0.04006908,0.03213545,0.01589496,0.01002073,0,0.05183138,0.03766413,0.02453352,0.01243953,0.05839668,0.04319281,0.02798894,0.01071182,0.05805114,0.03835522,0.02038701,0.02073255,0.2119848,0.2085209,0.1922411,0.1562175,0.2175268,0.2663665,0.2487011,0.1825424,0.2116384,0.2400416,0.2019397,0.1208867,0.1946657,0.2739868,0.1517146,0.1513682
40,0.2584114,0.2032605,0.1907735,0.1547,0.2656955,0.324315,0.4249046,0.2025668,0.2129726,0.2400278,0.1831426,0.1252168,0.2046479,0.2310094,0.1592092,0.1165453,0.2013167,0.1957727,0.2054747,0.1604297,0.2217602,0.2830908,0.2636868,0.1680527,0.2020097,0.2394317,0.2030492,0.1299376,0.2113652,0.2422037,0.1483022,0.1479556,0.2098508,0.194589,0.1852237,0.1567811,0.2150538,0.0381547,0.03572667,0.1682275,0.2091571,0.2265002,0.2011793,0.127298,0.2063822,0.03468609,0.02358654,0.147069,0.03358726,0.01315789,0.01454294,0,0.04847645,0.04016621,0.02770083,0.00900277,0.05193906,0.04328255,0.02839335,0.01246537,0.06163435,0.04432133,0.0218144,0.04085873,0.03296322,0.0166551,0.0111034,0,0.05239417,0.03920888,0.02567661,0.01214434,0.05898682,0.04371964,0.02949341,0.0111034,0.05898682,0.03990284,0.02081888,0.0204719,0.2133426,0.209868,0.1924948,0.157401,0.218902,0.2678944,0.2487839,0.1831133,0.2129951,0.2421821,0.2032662,0.1212648,0.194927,0.2769284,0.1535789,0.1518416
Step2Channel5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
1,0.3451178,0,0,0,0.537037,0,0,0,0.5959596,0,0,0,0.5740741,0,0,0,0.3008265,0,0,0,0.4942149,0,0,0,0.553719,0,0,0,0.5206612,0,0,0,0.305921,0,0,0,0.4851974,0,0,0,0.5444079,0,0,0,0.5164474,0,0,0,0.2773109,0,0,0,0.4840336,0,0,0,0.5327731,0,0,0,0.5210084,0,0,0,0.2783333,0,0,0,0.4766667,0,0,0,0.53,0,0,0,0.5133333,0,0,0,0.3460898,0,0,0,0.5108153,0,0,0,0.5790349,0.001663893,0,0,0.5490848,0,0,0
2,0.3159664,0,0,0,0.5092437,0,0,0,0.5462185,0,0,0,0.5310925,0,0,0,0.2904841,0,0,0,0.4958264,0,0,0,0.5525876,0,0,0,0.5225376,0,0,0,0.3028286,0,0,0,0.4908486,0,0,0,0.5457571,0,0,0,0.530782,0,0,0,0.2802013,0,0,0,0.4865772,0,0,0,0.5335571,0,0,0,0.5201342,0,0,0,0.2779661,0,0,0,0.4779661,0,0,0,0.5338983,0,0,0,0.5101695,0,0,0,0.3093646,0,0,0,0.5,0,0,0,0.5618729,0,0,0,0.5250836,0,0,0
3,0.3171141,0,0,0,0.5100671,0,0,0,0.5268456,0,0,0,0.5167785,0,0,0,0.2926421,0,0,0,0.5016723,0,0,0,0.5334448,0,0,0,0.5117057,0,0,0,0.3097643,0,0,0,0.5,0,0,0,0.5319865,0,0,0,0.520202,0,0,0,0.2857143,0,0,0,0.4931973,0,0,0,0.5204082,0,0,0,0.5170068,0,0,0,0.2881356,0,0,0,0.4898305,0,0,0,0.520339,0,0,0,0.5033898,0,0,0,0.3132328,0,0,0,0.5108878,0,0,0,0.5443886,0,0,0,0.5125628,0,0,0
4,0.3136594,0,0,0,0.5109612,0,0,0,0.5480607,0,0,0,0.5227656,0,0,0,0.2857143,0,0,0,0.4941176,0,0,0,0.5428572,0,0,0,0.5226891,0,0,0,0.3022071,0,0,0,0.5008489,0,0,0,0.5517827,0,0,0,0.5348048,0,0,0,0.282272,0,0,0,0.4905336,0,0,0,0.5421687,0,0,0,0.5301205,0,0,0,0.2859589,0,0,0,0.4931507,0,0,0,0.5479452,0,0,0,0.5222602,0,0,0,0.3112245,0,0,0,0.5085034,0,0,0,0.5612245,0,0,0,0.5255102,0,0,0
5,0.3094017,0,0,0,0.5179487,0,0,0,0.540171,0,0,0,0.5282052,0,0,0,0.2879046,0,0,0,0.4974446,0,0,0,0.5502555,0,0,0,0.5195912,0,0,0,0.3049404,0,0,0,0.4974446,0,0,0,0.5519591,0,0,0,0.5349233,0,0,0,0.2891566,0,0,0,0.4922547,0,0,0,0.5404475,0,0,0,0.535284,0,0,0,0.282272,0,0,0,0.4888124,0,0,0,0.5542169,0,0,0,0.5232358,0,0,0,0.3116438,0,0,0,0.5085617,0,0,0,0.5599315,0,0,0,0.5205479,0,0,0
6,0.3166954,0,0,0,0.5215147,0,0,0,0.5490534,0,0,0,0.5318416,0,0,0,0.2881647,0,0,0,0.5008577,0,0,0,0.5557461,0,0,0,0.5300171,0,0,0,0.3022453,0,0,0,0.5008636,0,0,0,0.5544041,0,0,0,0.5354059,0,0,0,0.2889667,0,0,0,0.4991243,0,0,0,0.5481611,0,0,0,0.5376533,0,0,0,0.2804878,0,0,0,0.4878049,0,0,0,0.5574913,0,0,0,0.5278746,0,0,0,0.3086207,0,0,0,0.5086207,0,0,0,0.5637931,0,0,0,0.5275862,0,0,0
7,0.314335,0,0,0,0.5181347,0,0,0,0.5492228,0,0,0,0.5284974,0,0,0,0.2936097,0,0,0,0.5008636,0,0,0,0.5578583,0,0,0,0.5319517,0,0,0,0.3067591,0,0,0,0.5043328,0,0,0,0.559792,0,0,0,0.5407279,0,0,0,0.28471,0,0,0,0.4938489,0,0,0,0.5448155,0,0,0,0.5360281,0,0,0,0.2852113,0,0,0,0.4947183,0,0,0,0.5633803,0,0,0,0.5316901,0,0,0,0.3076923,0,0,0,0.5052447,0,0,0,0.5646853,0,0,0,0.527972,0,0,0
8,0.3152364,0,0,0,0.5166375,0,0,0,0.5569177,0,0,0,0.5323993,0,0,0,0.2914485,0,0,0,0.5008726,0,0,0,0.556719,0,0,0,0.5340314,0,0,0,0.3051146,0,0,0,0.5097002,0,0,0,0.5661376,0,0,0,0.5432099,0,0,0,0.2867257,0,0,0,0.499115,0,0,0,0.5539823,0,0,0,0.539823,0,0,0,0.2849462,0,0,0,0.4946237,0,0,0,0.5698925,0,0,0,0.5322581,0,0,0,0.3082312,0,0,0,0.5113835,0,0,0,0.5656742,0,0,0,0.5323993,0,0,0
9,0.320354,0,0,0,0.5309734,0,0,0,0.5469027,0,0,0,0.5309734,0,0,0,0.2934974,0,0,0,0.513181,0,0,0,0.5465729,0,0,0,0.5272408,0,0,0,0.3074205,0,0,0,0.5194346,0,0,0,0.5494699,0,0,0,0.5318021,0,0,0,0.2928571,0,0,0,0.5071428,0,0,0,0.5392857,0,0,0,0.5321429,0,0,0,0.2885305,0,0,0,0.5035842,0,0,0,0.5537634,0,0,0,0.5268817,0,0,0,0.3221239,0,0,0,0.5238938,0,0,0,0.5557522,0,0,0,0.5292035,0,0,0
10,0.3202847,0,0,0,0.5320285,0,0,0,0.5480427,0,0,0,0.5338078,0,0,0,0.2938053,0,0,0,0.5132743,0,0,0,0.5539823,0,0,0,0.5256637,0,0,0,0.311828,0,0,0,0.5215054,0,0,0,0.5519713,0,0,0,0.5430108,0,0,0,0.2934783,0,0,0,0.5163044,0,0,0,0.5471014,0,0,0,0.5471014,0,0,0,0.292196,0,0,0,0.5208712,0,0,0,0.5644283,0,0,0,0.5390199,0,0,0,0.3137255,0,0,0,0.5240642,0,0,0,0.5579323,0,0,0,0.5311943,0,0,0
11,0.3195691,0,0,0,0.5260323,0,0,0,0.5637343,0,0,0,0.5439857,0,0,0,0.2980251,0,0,0,0.518851,0,0,0,0.5745063,0,0,0,0.5385997,0,0,0,0.3052065,0,0,0,0.513465,0,0,0,0.5655296,0,0,0,0.5475763,0,0,0,0.2925046,0,0,0,0.5100548,0,0,0,0.5648994,0,0,0,0.5557587,0,0,0,0.2912088,0,0,0,0.5164835,0,0,0,0.5842491,0,0,0,0.5494506,0,0,0,0.3141831,0,0,0,0.5206463,0,0,0,0.5780969,0,0,0,0.5421903,0,0,0
12,0.3254545,0,0,0,0.5327273,0,0,0,0.5745454,0,0,0,0.5472727,0,0,0,0.2956989,0,0,0,0.5125448,0,0,0,0.5734767,0,0,0,0.5430108,0,0,0,0.3134058,0,0,0,0.5163044,0,0,0,0.5778986,0,0,0,0.5507246,0,0,0,0.2891344,0,0,0,0.5138122,0,0,0,0.5709024,0,0,0,0.5561695,0,0,0,0.2851852,0,0,0,0.5166667,0,0,0,0.5851852,0,0,0,0.55,0,0,0,0.317029,0,0,0,0.5163044,0,0,0,0.5797101,0,0,0,0.5416667,0,0,0
13,0.3241758,0,0,0,0.5347986,0,0,0,0.5732601,0,0,0,0.5457876,0,0,0,0.3007246,0,0,0,0.5163044,0,0,0,0.5797101,0,0,0,0.5471014,0,0,0,0.308958,0,0,0,0.5191956,0,0,0,0.5740402,0,0,0,0.5502742,0,0,0,0.2891791,0,0,0,0.5130597,0,0,0,0.5746269,0,0,0,0.5578358,0,0,0,0.293458,0,0,0,0.5214953,0,0,0,0.5925233,0,0,0,0.5607477,0,0,0,0.3125,0,0,0,0.5202206,0,0,0,0.5753676,0,0,0,0.5422794,0,0,0
14,0.3241252,0,0,0,0.5377532,0,0,0,0.5745856,0,0,0,0.5469613,0,0,0,0.2959559,0,0,0,0.5110294,0,0,0,0.5790441,0,0,0,0.5459559,0,0,0,0.3125,0,0,0,0.5220588,0,0,0,0.5808824,0,0,0,0.5569853,0,0,0,0.2960894,0,0,0,0.5176909,0,0,0,0.5735568,0,0,0,0.566108,0,0,0,0.2889306,0,0,0,0.5196998,0,0,0,0.5984991,0,0,0,0.5590994,0,0,0,0.3167588,0,0,0,0.5285451,0,0,0,0.587477,0,0,0,0.5506446,0,0,0
15,0.3314711,0,0,0,0.5493482,0,0,0,0.5605214,0,0,0,0.547486,0,0,0,0.3012939,0,0,0,0.5286506,0,0,0,0.5693161,0,0,0,0.5434381,0,0,0,0.3240224,0,0,0,0.5400372,0,0,0,0.5735568,0,0,0,0.5605214,0,0,0,0.2967864,0,0,0,0.5349717,0,0,0,0.5652174,0,0,0,0.563327,0,0,0,0.2990476,0,0,0,0.5352381,0,0,0,0.5828571,0,0,0,0.5619048,0,0,0,0.3135436,0,0,0,0.5306122,0,0,0,0.5714286,0,0,0,0.5435992,0,0,0
16,0.3327138,0,0,0,0.5483271,0,0,0,0.5650558,0,0,0,0.5483271,0,0,0,0.3054004,0,0,0,0.5307263,0,0,0,0.5716946,0,0,0,0.547486,0,0,0,0.3157895,0,0,0,0.537594,0,0,0,0.5733083,0,0,0,0.5601504,0,0,0,0.2971429,0,0,0,0.5352381,0,0,0,0.5714286,0,0,0,0.5657143,0,0,0,0.3003802,0,0,0,0.5380228,0,0,0,0.5893536,0,0,0,0.5608365,0,0,0,0.3127341,0,0,0,0.5337079,0,0,0,0.5730337,0,0,0,0.5393258,0,0,0
17,0.3364662,0,0,0,0.5432331,0,0,0,0.5864662,0,0,0,0.5582707,0,0,0,0.3001876,0,0,0,0.521576,0,0,0,0.5947467,0,0,0,0.5534709,0,0,0,0.31569,0,0,0,0.5311909,0,0,0,0.5916824,0,0,0,0.5671077,0,0,0,0.2955854,0,0,0,0.5259117,0,0,0,0.5911708,0,0,0,0.5758157,0,0,0,0.2982792,0,0,0,0.5296367,0,0,0,0.6099426,0,0,0,0.5697896,0,0,0,0.3163842,0,0,0,0.5310735,0,0,0,0.5951036,0,0,0,0.5555556,0,0,0
18,0.3320611,0,0,0,0.5496183,0,0,0,0.5839695,0,0,0,0.5629771,0,0,0,0.2973485,0,0,0,0.5208333,0,0,0,0.5871212,0,0,0,0.5511364,0,0,0,0.3193916,0,0,0,0.5342205,0,0,0,0.5969582,0,0,0,0.5722433,0,0,0,0.2978723,0,0,0,0.5396518,0,0,0,0.5976789,0,0,0,0.5822051,0,0,0,0.2998066,0,0,0,0.5319149,0,0,0,0.6131528,0,0,0,0.5744681,0,0,0,0.3188679,0,0,0,0.5320755,0,0,0,0.590566,0,0,0,0.554717,0,0,0
19,0.3307692,0,0,0,0.5461538,0,0,0,0.5846154,0,0,0,0.5596154,0,0,0,0.2971429,0,0,0,0.5238096,0,0,0,0.5923809,0,0,0,0.5542857,0,0,0,0.3153846,0,0,0,0.5403846,0,0,0,0.601923,0,0,0,0.5711538,0,0,0,0.2976654,0,0,0,0.536965,0,0,0,0.5972763,0,0,0,0.5856031,0,0,0,0.2952756,0,0,0,0.5354331,0,0,0,0.6200787,0,0,0,0.5787402,0,0,0,0.3219047,0,0,0,0.5352381,0,0,0,0.5980952,0,0,0,0.56,0,0,0
20,0.3358925,0,0,0,0.5527831,0,0,0,0.5950096,0,0,0,0.56238,0,0,0,0.3021033,0,0,0,0.5296367,0,0,0,0.6003824,0,0,0,0.5621415,0,0,0,0.3192308,0,0,0,0.5423077,0,0,0,0.601923,0,0,0,0.5711538,0,0,0,0.3017752,0,0,0,0.5404339,0,0,0,0.5996055,0,0,0,0.591716,0,0,0,0.3031496,0,0,0,0.5393701,0,0,0,0.6200787,0,0,0,0.5826772,0,0,0,0.3219047,0,0,0,0.5371429,0,0,0,0.6038095,0,0,0,0.56,0,0,0
21,0.3449612,0,0,0,0.5717054,0,0,0,0.5891473,0,0,0,0.5717054,0,0,0,0.3140655,0,0,0,0.5452794,0,0,0,0.5895954,0,0,0,0.5645472,0,0,0,0.3184466,0,0,0,0.5514563,0,0,0,0.5864078,0,0,0,0.5747573,0,0,0,0.3081511,0,0,0,0.5566601,0,0,0,0.5924453,0,0,0,0.5904573,0,0,0,0.3046092,0,0,0,0.5571142,0,0,0,0.6092184,0,0,0,0.5811623,0,0,0,0.3236434,0,0,0,0.5562016,0,0,0,0.5910853,0,0,0,0.5639535,0,0,0
22,0.3475728,0,0,0,0.5728155,0,0,0,0.5902913,0,0,0,0.5708738,0,0,0,0.3030888,0,0,0,0.5444015,0,0,0,0.5888031,0,0,0,0.5598456,0,0,0,0.3248031,0,0,0,0.5629922,0,0,0,0.5964567,0,0,0,0.5767717,0,0,0,0.2994012,0,0,0,0.5548902,0,0,0,0.5928144,0,0,0,0.5888224,0,0,0,0.3089109,0,0,0,0.5584158,0,0,0,0.6138614,0,0,0,0.5881188,0,0,0,0.3217054,0,0,0,0.5503876,0,0,0,0.5930232,0,0,0,0.5620155,0,0,0
23,0.345098,0,0,0,0.5705882,0,0,0,0.5862745,0,0,0,0.572549,0,0,0,0.3138402,0,0,0,0.5536062,0,0,0,0.5906433,0,0,0,0.5672514,0,0,0,0.327381,0,0,0,0.5615079,0,0,0,0.5972222,0,0,0,0.5793651,0,0,0,0.302,0,0,0,0.558,0,0,0,0.594,0,0,0,0.596,0,0,0,0.305835,0,0,0,0.5674044,0,0,0,0.6237425,0,0,0,0.5915493,0,0,0,0.3189824,0,0,0,0.5499021,0,0,0,0.5949119,0,0,0,0.5655577,0,0,0
24,0.3392505,0,0,0,0.5621302,0,0,0,0.6055227,0,0,0,0.5759369,0,0,0,0.3064833,0,0,0,0.5383104,0,0,0,0.611002,0,0,0,0.5697446,0,0,0,0.321499,0,0,0,0.5483235,0,0,0,0.6134122,0,0,0,0.5857988,0,0,0,0.3004032,0,0,0,0.5524194,0,0,0,0.6169355,0,0,0,0.5987903,0,0,0,0.3089431,0,0,0,0.5589431,0,0,0,0.6382114,0,0,0,0.597561,0,0,0,0.3208661,0,0,0,0.5492126,0,0,0,0.6141732,0,0,0,0.5708662,0,0,0
