# File test_qa.csv
# Generated by data_dfs_to_azcsv
# February 12, 2018
# Dataset QA_Actin (40, 96)
Step1Channel1   QA_Actin
Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
21,701.189698600003,637.336673259883,644.919865913953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.753900520192,686.321909159208,677.541234732284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,673.090662140888,716.594700903816,682.733432512458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11.244727736767302,-9.36070498579284,53.7578636804747,710.934874440117,4652.10448556668,8815.025139429159,NaN,NaN,NaN,NaN,NaN,NaN,-13.7615928137357,-10.753095502960598,35.3840475229326,746.263207679588,5236.82942981195,9656.394622938271,NaN,NaN,NaN,NaN,NaN,NaN,-9.74670800993499,-26.056413258502303,52.5181962083261,710.119024634368,4967.54508689257,8910.425567746079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,1323.56715917335,1196.37837011394,1210.04344848919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1215.02909044135,1297.11901690115,1265.2450988032901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1275.7583859761,1353.9483889282901,1292.25303488285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12.0706871664815,-3.53832892025912,119.254256373001,1331.15427690039,5883.2825592215295,9528.715198501608,NaN,NaN,NaN,NaN,NaN,NaN,-12.891024731249699,-9.80098069315682,111.487276433454,1399.6861536159602,6602.506035191739,10439.8131429204,NaN,NaN,NaN,NaN,NaN,NaN,-15.405575792959098,-19.7189924886416,125.404391974527,1336.87312671275,6265.567851622471,9624.68452947783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,2339.5070553320998,2109.92662059966,2157.07262638566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162.23288341839,2306.5677583390197,2254.50473391025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2261.42244663963,2415.6008775157397,2298.11093507781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.8694289185132,1.56006647140475,252.084196073351,2372.92352408685,7006.07625819691,10088.726606021999,NaN,NaN,NaN,NaN,NaN,NaN,-11.0224096535412,2.53483405145198,248.559662904423,2491.59232110672,7835.427354035201,11047.592986136202,NaN,NaN,NaN,NaN,NaN,NaN,-11.6008642305233,-15.0910281673578,260.338373368011,2384.44092701205,7432.89989633351,10188.8517575489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,3703.17422814887,3383.4512388134303,3473.2144367354304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3454.4929782141803,3709.55677401755,3612.32721771266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3644.29292616872,3913.3986884600104,3740.10192479674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.649444628204041,18.858875436109898,508.04206239967993,3852.1537790390003,7998.662152297729,10510.7527683321,NaN,NaN,NaN,NaN,NaN,NaN,-4.10409029918173,29.4375932931025,521.563362250507,4026.2052673332105,8923.71966175229,11515.815436834298,NaN,NaN,NaN,NaN,NaN,NaN,-8.88595882714617,7.21875801905571,518.531036891926,3870.6922567663396,8458.11075606472,10626.5467640885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,4864.900004346,4477.8607660095595,4619.886250096911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4571.53470104918,4947.40020139739,4808.118629611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4863.12229080563,5252.28749126427,5046.40522525915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.75325741262259,47.73900416202379,957.178683974596,5171.750734285561,8833.3925567764,10853.6589169433,NaN,NaN,NaN,NaN,NaN,NaN,-8.51878018545722,64.9775583634046,1003.5362194580999,5394.966603887229,9831.41027888479,11890.215516985501,NaN,NaN,NaN,NaN,NaN,NaN,-8.49853769422953,35.049916448831,987.6120205326449,5181.199859487489,9311.07914610999,10979.2436242913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,5968.650625217299,5512.06407869481,5703.81931259655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5630.01976101977,6108.634942188871,5937.9726888633395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6011.30307155193,6503.89204867443,6265.83959260528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.19301001302028,117.097699850215,1741.4485408748499,6407.257169592221,9468.64004529279,11119.565078101201,NaN,NaN,NaN,NaN,NaN,NaN,3.6185274763729502,146.10819115021002,1850.1791194706698,6672.49967356986,10515.5365768657,12172.7013670204,NaN,NaN,NaN,NaN,NaN,NaN,4.35322643959989,109.19473614621201,1810.6368857814498,6400.21998558788,9958.317017195921,11244.5729217349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,6994.70606566409,6465.05624022687,6704.94076954946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6601.74626084071,7173.98750827467,6989.06679704569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7064.00007662338,7651.303551036959,7384.9595836671415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.266820973030896,236.502404109264,2919.8338805111603,7532.13920533833,9974.84669026626,11343.8310357872,NaN,NaN,NaN,NaN,NaN,NaN,26.81216700593,297.62090762296395,3145.15307601646,7835.624632751641,11055.4055668007,12411.2166782647,NaN,NaN,NaN,NaN,NaN,NaN,16.204888312406197,234.64854228949798,3053.7410362095698,7505.155630444491,10472.7003989326,11470.360045608999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,7879.458570614829,7288.369765537759,7579.05238896341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7444.88329200535,8102.489822127691,7898.19745643797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7980.03675798337,8650.38166525438,8359.616082119059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.8419748813803,464.16161717952696,4179.86883207069,8509.943564793859,10367.8282939778,11532.874827490301,NaN,NaN,NaN,NaN,NaN,NaN,60.8225949634489,583.03871720889,4599.58768927449,8844.458366409,11474.6628832483,12605.107109685801,NaN,NaN,NaN,NaN,NaN,NaN,62.011634214002704,476.62667600449305,4448.08951494005,8463.34305529698,10874.7810438467,11655.4198843244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,8615.64292840395,7976.513119895359,8305.98128564844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8144.4710324936095,8878.47411360715,8665.18090149982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8742.5133919557,9485.082739841,9182.34453882858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133.43599551334,887.159326050538,5346.62601700492,9325.86177977744,10690.0383716239,11690.4976578429,NaN,NaN,NaN,NaN,NaN,NaN,135.481390282505,1105.1102181515303,5944.958284249599,9686.73052576983,11818.4459863253,12776.4293381772,NaN,NaN,NaN,NaN,NaN,NaN,127.86619727255899,930.638205648685,5733.402234298779,9267.860531585959,11205.8440060474,11815.297267247099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,9175.42781805841,8498.53411012591,8863.77396027294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8680.014626787679,9471.60806501195,9252.21826223213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9326.49902648588,10119.8353768504,9808.928056404091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,277.151727871451,1617.5121447300799,6381.59952996443,9946.70408968202,10945.7259886354,11819.9108029653,NaN,NaN,NaN,NaN,NaN,NaN,269.16699470026003,1981.9695971112199,7138.79601788032,10329.8735066994,12090.898240980301,12915.9716306477,NaN,NaN,NaN,NaN,NaN,NaN,261.463272503982,1709.38420356636,6867.389896561949,9884.15234630701,11468.366515433201,11942.075515225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,9614.2521723199,8906.05551516364,9294.65835412693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9094.51767790859,9930.393528320441,9715.53716707853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9783.48954719335,10616.226882654499,10296.2342778395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,527.401903378956,2763.6849581106603,7311.84589897287,10433.2144993501,11160.1709810927,11926.4143424381,NaN,NaN,NaN,NaN,NaN,NaN,520.468773214338,3305.2911145491103,8211.3688433889,10832.9732838378,12312.7029677722,13031.0926643662,NaN,NaN,NaN,NaN,NaN,NaN,508.313325795112,2940.6523006923,7889.254117601779,10357.5903464493,11684.2843885803,12049.8813509396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,9956.15999849465,9220.886449673291,9634.54083351157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9417.20607349969,10285.7218269773,10081.393505747099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10138.4314587311,11002.5834658249,10671.0010349347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007.15592816645,4200.04208942253,8085.30337062489,10801.4442051301,11327.670402031,12008.276268233401,NaN,NaN,NaN,NaN,NaN,NaN,979.950913761051,4720.941234055929,9114.36448265166,11223.663320187099,12489.4203778104,13126.9837681534,NaN,NaN,NaN,NaN,NaN,NaN,955.5470819290559,4476.33013071482,8745.58731772713,10723.5412714439,11856.7638947725,12141.0370355581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,10239.686308804201,9482.411427385501,9911.25613041002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9688.66636115066,10577.8627279371,10377.5416710832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10428.6609848075,11322.059319136299,10982.830466499301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1803.64886666045,5363.481724309289,8712.32885817016,11108.225135677,11475.237518670501,12088.7346420291,NaN,NaN,NaN,NaN,NaN,NaN,1780.0205152019698,6019.3840444861,9844.249052276991,11540.0366297137,12646.9508092819,13209.921129307,NaN,NaN,NaN,NaN,NaN,NaN,1723.18782087528,5728.13532268607,9438.65409516068,11021.2858701519,12006.799655230201,12223.453347305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,10465.4315339259,9690.298058266171,10133.5037519164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9903.63801621482,10810.4542856988,10613.174895103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10657.1862156267,11567.9383131994,11230.121577284099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2965.4553013707105,6472.850728953061,9185.41022481629,11351.1969035196,11596.8612952781,12150.4671102183,NaN,NaN,NaN,NaN,NaN,NaN,3012.60303685964,7167.656942517671,10397.5332301172,11794.3495190132,12778.3043880674,13277.7360955444,NaN,NaN,NaN,NaN,NaN,NaN,2892.20223058508,6907.62498974533,9960.199222425841,11263.7607827352,12129.0168194763,12285.756987174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,10661.543393227701,9867.79582300764,10323.7802785507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10090.315263775,11014.8379455577,10810.6391789562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10855.8481452492,11783.141913858799,11448.0326724085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4125.36784664552,7491.585501159129,9570.90087091504,11563.410020993,11710.662062263798,12218.846555626598,NaN,NaN,NaN,NaN,NaN,NaN,4362.66060626754,8214.25578974876,10844.7167323473,12010.8801621392,12903.118300498001,13341.8408699379,NaN,NaN,NaN,NaN,NaN,NaN,4133.90126167226,7971.771325497571,10384.9285717042,11472.985482626398,12238.7381171707,12347.145433456699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,10820.0290870958,10012.279791031999,10483.6210760175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10237.3984022091,11181.5622651581,10977.1646067319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11024.3241175229,11959.1478495791,11622.7357334013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5198.726923876529,8364.61850427405,9867.821810999241,11727.5532934528,11802.671968003799,12265.655002008602,NaN,NaN,NaN,NaN,NaN,NaN,5605.63911772625,9085.709447587391,11194.7809566007,12194.3703300094,13002.7173634774,13394.592615797099,NaN,NaN,NaN,NaN,NaN,NaN,5197.09469006329,8877.47090092664,10722.2401575415,11650.2923913255,12329.260610196001,12395.128671646102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,10956.9923659857,10138.9244609384,10621.9924263244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10376.3128809774,11322.2945890346,11123.985625421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11167.3541496909,12114.5700425619,11776.0991938518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6179.709217133821,9066.90684538815,10120.1239675593,11868.6788063521,11884.362263738702,12308.1384702633,NaN,NaN,NaN,NaN,NaN,NaN,6736.12839388881,9782.29559879529,11486.456403755601,12349.783549561002,13095.035178711201,13444.5844655603,NaN,NaN,NaN,NaN,NaN,NaN,6192.3861014998,9608.50948557332,11001.788338901399,11797.7303102327,12416.1677552707,12445.0787738382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,11069.8981037131,10244.502298217,10737.3787882335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10484.2365875136,11438.4532459203,11248.284813601102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11284.805564243,12241.565994762299,11900.183638216398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7039.121681106859,9599.73620799953,10319.5615701107,11992.440967191202,11957.8118094517,12338.777077181101,NaN,NaN,NaN,NaN,NaN,NaN,7732.606040469691,10311.4376038313,11717.284064720901,12479.880361110701,13165.766338856101,13482.288588286001,NaN,NaN,NaN,NaN,NaN,NaN,7055.217145795,10163.7813746759,11230.5671426651,11918.2139356552,12489.0321474551,12481.2521772647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,11177.0370369884,10341.928693576,10837.0603504658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10588.7978403868,11544.216155914399,11355.051136041799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11390.4081199235,12355.5742039093,12012.499907744199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7778.2469393130905,10025.2534549611,10504.0004150889,12106.1463054454,12026.070572178001,12370.676801088799,NaN,NaN,NaN,NaN,NaN,NaN,8602.46892970994,10742.3228317612,11918.593326562199,12597.4733828827,13234.1213232401,13526.118660337099,NaN,NaN,NaN,NaN,NaN,NaN,7795.936138887049,10614.3322807348,11424.7848696,12026.829871439399,12558.6434982858,12515.921628876298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,11279.3823556213,10428.563718242,10926.6302351373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10683.780468855899,11643.5807738705,11442.1974218779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11490.7005920927,12459.166862619099,12111.7500606356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8402.90830768242,10387.2770958831,10675.1872317,12205.1801976644,12081.9728477028,12401.503394545,NaN,NaN,NaN,NaN,NaN,NaN,9351.12723895652,11107.636203145,12093.548378688702,12705.524397719199,13292.0138458838,13568.059192641398,NaN,NaN,NaN,NaN,NaN,NaN,8427.06346172564,10999.6479441615,11596.6018788325,12131.4118807699,12617.773578813001,12543.8856673221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
# Dataset QA_IL1Beta (40, 96)
Step1Channel2   QA_IL1Beta
Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
1,NaN,NaN,NaN,NaN,NaN,NaN,76.33243534007849,59.0959942420977,62.630603955414706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.723198379038,84.57029861604859,78.257539140106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122.67735263327101,95.9310117823843,97.479164737405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.17943006288529,108.560382584357,96.5579560150354,89.1918428804765,95.6487708294271,98.1635028119636,91.8661921494504,90.14750232685759,109.64852696230999,NaN,NaN,NaN,16.5369682872333,69.5236818877629,73.1232593535087,75.6420106964442,89.3036123566753,89.76645788605309,67.5928035357219,102.30406074354799,105.998906324914,NaN,NaN,NaN
2,NaN,NaN,NaN,NaN,NaN,NaN,55.962777009825004,51.3974384349513,41.9040424822624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.7914995411857,62.4191171682114,51.89027434493529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.9263096318009,57.3057703228978,64.6075611149772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.534934416025,93.0673264585212,77.4709721318795,66.82285630794189,67.4299330109461,72.2840510164833,63.9345728120825,54.2571926250512,68.3395823272258,NaN,NaN,NaN,35.9047540946685,62.70008644124479,63.4071167482734,58.130087908824905,74.6176920456401,72.80541952500609,55.9290291153857,70.9034317634132,71.7302980575241,NaN,NaN,NaN
3,NaN,NaN,NaN,NaN,NaN,NaN,29.256848191388602,25.835452612434896,29.8297088450317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.0418300681677,32.682852731602004,30.953059898131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.3334531589098,31.3286511508823,33.366737238821806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.6291844375201,59.3553984695736,54.626545544091606,42.2204530747249,41.0682352567828,44.459972283351796,35.374035320187396,35.1675141012011,33.816377737492104,NaN,NaN,NaN,25.8277741077163,42.114427589102895,36.1159321489058,40.2127226644989,46.1038957903129,43.0692204842535,26.888272285942502,30.090818191567504,34.3198829333842,NaN,NaN,NaN
4,NaN,NaN,NaN,NaN,NaN,NaN,14.2783772852108,11.369669651828199,19.333426224923603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9507566773509,11.545093997478899,22.1127045240355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.3962621618302,12.556321543536802,21.3598926474388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.202629186434002,43.6803578452291,38.4073598287659,30.791091836560604,28.1542503470182,23.237719377344497,14.583703970306498,15.5669639975667,16.9104106211444,NaN,NaN,NaN,27.2401898980879,36.228254652523,33.132217265912,20.5224872310155,28.383981081869003,34.1695331147976,21.4324913458395,23.317139059728998,12.829993159748499,NaN,NaN,NaN
5,NaN,NaN,NaN,NaN,NaN,NaN,-16.8186034935079,-4.56870083943795,-3.4811961783325396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.837423886921901,-1.9958628461781698,-2.84626736944483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11.2465415547522,-0.221802659477362,-0.810040481931537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.802021597533898,22.6537261560306,16.5478770549544,10.080182772488099,10.861980313085999,16.961040948845902,-3.64389984338868,-4.17837545561088,-13.6037295300721,NaN,NaN,NaN,12.2594398312967,17.088061414549,15.437815703294302,12.1223888721815,16.2503837817085,11.412855516512499,-1.89029820614815,-6.557618709111919,-13.037644782453802,NaN,NaN,NaN
6,NaN,NaN,NaN,NaN,NaN,NaN,-18.5483731542572,-10.7427456231071,-5.08002699517147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23.682860617656804,-13.7623808078906,-8.219324315539781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-25.1466985078541,-14.8687194036411,-15.6720366841746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.531207240515,12.799632876942301,13.921118482437999,2.50105796287789,5.47992516821705,3.25369913329996,-12.5009588381363,-11.976403877936699,-25.0705140060782,NaN,NaN,NaN,13.275665099956301,11.803124599983699,18.1440419649971,9.912555528004301,7.4790480552892395,2.31337230904683,-8.54443136924783,-21.45997905886,-18.965176758050802,NaN,NaN,NaN
